wavelength spec_sum spec_optimal
5560.04 54.5335 53.7027
5562.92 55.1231 54.3546
5565.8 58.571 57.7738
5568.68 59.4603 59.3418
5571.56 61.3496 61.5668
5574.44 53.7768 53.7326
5577.32 56.69 55.0306
5580.19 62.6572 62.9225
5583.07 58.4301 55.9484
5585.95 54.8657 54.6812
5588.83 54.6031 53.518
5591.71 52.9503 51.6445
5594.59 51.9615 50.9824
5597.46 55.4753 54.875
5600.34 53.1615 52.7586
5603.22 56.1928 55.4869
5606.1 59.6604 57.6808
5608.97 54.3287 54.0584
5611.85 55.4415 53.8715
5614.73 51.5968 50.6595
5617.61 53.921 53.6857
5620.48 55.1609 54.7471
5623.36 57.4565 56.3432
5626.24 54.3478 53.7857
5629.11 53.8039 53.2139
5631.99 58.1573 58.5098
5634.87 58.6207 57.6953
5637.74 55.7076 54.2382
5640.62 56.9053 55.1462
5643.49 54.3659 54.8858
5646.37 52.7927 53.4484
5649.25 55.991 55.4728
5652.12 55.4726 54.0699
5655 54.7728 53.8536
5657.87 53.1115 54.1109
5660.75 54.734 53.809
5663.63 55.183 55.4671
5666.5 51.7687 51.7447
5669.38 52.8982 52.6838
5672.25 52.215 51.7669
5675.13 55.9513 55.7714
5678 52.3512 51.689
5680.88 53.9925 53.5996
5683.75 53.027 52.5053
5686.62 52.8665 51.8362
5689.5 55.7415 55.8166
5692.37 57.551 56.0934
5695.25 52.6274 53.1002
5698.12 56.224 56.2443
5701 56.4009 56.3081
5703.87 54.6652 55.3171
5706.74 54.883 54.9956
5709.62 55.7345 56.1055
5712.49 52.387 52.3465
5715.36 59.5361 58.4648
5718.24 53.5596 53.1903
5721.11 56.7478 56.8792
5723.98 54.5845 54.6353
5726.86 56.1232 55.5606
5729.73 56.6482 55.5963
5732.6 53.3115 53.3776
5735.48 57.3237 56.1843
5738.35 55.1752 55.1602
5741.22 56.924 56.3448
5744.09 56.2453 55.1568
5746.97 57.2396 56.5442
5749.84 57.3462 55.5363
5752.71 55.4114 54.6425
5755.58 56.8005 55.9099
5758.45 59.0043 57.632
5761.33 60.0119 58.7462
5764.2 55.2297 54.3769
5767.07 55.9 53.902
5769.94 61.0162 60.241
5772.81 56.7369 55.3334
5775.68 58.1829 55.7376
5778.55 60.3729 57.8791
5781.43 55.4516 53.5555
5784.3 56.2616 53.7871
5787.17 61.4324 58.1533
5790.04 57.7615 55.0413
5792.91 57.9478 54.973
5795.78 58.2403 54.9988
5798.65 58.3899 55.9487
5801.52 59.6094 55.9122
5804.39 61.166 57.5459
5807.26 58.6972 54.5092
5810.13 64.7915 59.7841
5813 62.8116 57.7811
5815.87 66.9623 62.1321
5818.74 63.2507 58.647
5821.61 66.4211 60.6496
5824.48 62.7622 57.1298
5827.34 62.1988 58.1763
5830.21 62.6098 57.6456
5833.08 65.0845 59.6272
5835.95 64.8959 59.2861
5838.82 63.1986 57.0685
5841.69 62.6799 57.8646
5844.56 62.8625 58.1262
5847.43 64.5704 58.9376
5850.29 65.2791 59.1436
5853.16 62.6424 57.2898
5856.03 60.3088 55.7003
